PT4-M_a	PT1-M_a	PT3-M_a	PT1-U_a	PT2-U_a	PT2-M_a	PT5-M_a	PT4-M	PT1-M	PT3-M	PT1-U	PT2-U	PT2-M	PT5-M	TCp2-M	TCw1-E	TCp1-M	TCw4-E	TCw3-E	TCw2-E	Voltage	Motor1	Motor2	Motor3	Motor4	Statestring
206	199	197	267	201	200	196	13	1	0	448	6	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	639436
206	199	197	267	201	200	196	13	1	0	447	6	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	639436
206	199	197	267	201	200	196	13	1	0	447	6	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	639436
207	199	197	267	200	198	197	13	1	0	447	6	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	640229
207	199	197	267	200	198	197	13	1	0	447	6	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	640229
207	199	197	267	200	198	197	13	2	0	447	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	640229
205	199	198	267	200	200	196	13	2	0	446	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	641022
207	199	197	267	200	199	197	13	2	0	446	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	641260
207	199	197	267	200	199	197	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	641260
207	199	197	267	200	199	197	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	641260
206	197	197	267	200	198	197	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	642052
207	198	197	267	200	200	197	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	642289
207	198	197	267	200	200	197	13	2	0	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	642289
207	198	197	267	200	200	197	13	2	0	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	642289
206	199	197	267	200	198	197	13	2	0	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	643081
206	199	197	267	200	198	197	13	2	0	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	643081
206	199	197	267	200	198	197	13	2	0	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	643081
207	197	197	267	200	198	197	13	1	0	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	643874
207	198	197	267	200	199	197	13	1	0	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	644112
207	198	197	267	200	199	197	13	1	0	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	644112
207	198	197	267	200	199	197	13	1	0	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	644112
206	199	197	267	200	199	196	13	1	0	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	644903
206	199	197	267	200	199	196	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	644903
206	199	197	267	200	199	196	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	644903
206	198	197	267	200	199	197	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	645691
206	199	198	267	200	199	197	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	645934
206	199	198	267	200	199	197	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	645934
206	199	198	267	200	199	197	12	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	645934
207	199	197	267	200	199	196	12	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	646720
207	199	197	267	200	199	196	12	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	646720
207	199	197	267	200	199	196	12	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	646720
206	199	198	267	200	198	197	12	2	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	647514
207	198	197	267	200	199	197	13	2	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	647751
207	198	197	267	200	199	197	13	2	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	647751
207	198	197	267	200	199	197	13	2	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	647751
206	201	198	267	200	199	196	13	2	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	648544
206	201	198	267	200	199	196	13	2	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	648544
206	201	198	267	200	199	196	13	3	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	648544
207	198	198	267	200	198	197	13	3	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	649336
207	197	197	267	200	199	197	13	2	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	649574
207	197	197	267	200	199	197	13	2	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	649574
207	197	197	267	200	199	197	13	2	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	649574
208	199	198	267	200	199	196	13	2	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	650365
206	199	197	267	200	198	197	13	2	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	650603
206	199	197	267	200	198	197	13	2	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	650603
206	199	197	267	200	198	197	13	2	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	650603
206	198	197	267	200	200	197	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	651396
206	198	197	267	200	200	197	13	1	0	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	651396
206	198	197	267	200	200	197	13	1	0	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	651396
185	174	173	240	172	174	163	10	-2	-3	428	2	-2	-7	82	82	82	82	82	82	15	1000	1000	1000	1000	652188
207	198	198	267	200	200	198	10	-2	-3	428	2	-2	-7	82	82	82	82	82	82	15	1000	1000	1000	1000	652426
207	198	198	267	200	200	198	10	-1	-3	428	2	-2	-6	82	82	82	82	82	82	15	1000	1000	1000	1000	652426
207	198	198	267	200	200	198	10	-2	-3	428	2	-1	-6	82	82	82	82	82	82	15	1000	1000	1000	1000	652426
207	198	197	267	201	199	197	10	-2	-3	428	2	-1	-6	82	82	82	82	82	82	15	1000	1000	1000	1000	653217
207	198	197	267	201	199	197	10	-2	-3	428	2	-1	-6	82	82	82	82	82	82	15	1000	1000	1000	1000	653217
207	198	197	267	201	199	197	10	-2	-3	428	2	-1	-6	82	82	82	82	82	82	15	1000	1000	1000	1000	653217
207	199	198	267	200	201	197	10	-2	-2	428	2	-1	-6	82	82	82	82	82	82	15	1000	1000	1000	1000	654005
207	198	198	267	200	199	197	10	-2	-2	428	2	-1	-6	82	82	82	82	82	82	15	1000	1000	1000	1000	654247
207	198	198	267	200	199	197	11	-2	-2	428	2	-1	-6	82	82	82	82	82	82	15	1000	1000	1000	1000	654247
207	198	198	267	200	199	197	13	1	1	445	5	2	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	654247
207	199	198	268	200	199	197	13	1	1	446	5	2	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	655035
207	199	198	268	200	199	197	13	1	1	446	5	2	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	655035
207	199	198	268	200	199	197	13	2	1	447	5	2	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	655035
206	197	197	267	201	198	197	13	1	1	447	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	655828
206	199	197	267	201	199	197	13	2	1	447	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	656071
206	199	197	267	201	199	197	13	2	1	447	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	656071
206	199	197	267	201	199	197	13	2	1	447	6	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	656071
207	198	198	267	200	199	197	13	2	1	447	6	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	656859
207	198	198	267	200	199	197	13	2	1	447	6	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	656859
207	198	198	267	200	199	197	13	2	1	447	6	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	656859
207	198	198	267	200	199	197	13	2	1	446	6	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	657650
207	198	197	267	201	199	197	13	1	1	446	6	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	657888
207	198	197	267	201	199	197	13	1	1	445	6	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	657888
207	198	197	267	201	199	197	13	1	1	445	6	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	657888
207	199	197	267	200	198	197	13	1	1	445	6	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	658681
207	199	197	267	200	198	197	13	1	1	445	6	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	658681
207	199	197	267	200	198	197	13	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	658681
207	199	197	267	200	198	197	13	2	0	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	659474
205	199	198	267	200	199	197	13	2	0	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	659712
205	199	198	267	200	199	197	13	2	0	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	659712
205	199	198	267	200	199	197	13	2	0	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	659712
206	200	197	268	200	199	197	12	2	0	446	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	660502
206	199	198	267	200	199	197	12	2	1	446	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	660740
206	199	198	267	200	199	197	12	2	1	446	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	660740
206	199	198	267	200	199	197	12	2	1	446	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	660740
207	199	197	267	200	200	197	12	2	1	446	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	661532
207	199	197	267	200	200	197	12	2	1	446	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	661532
207	199	197	267	200	200	197	12	2	1	446	5	2	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	661532
207	199	197	267	200	200	197	12	2	1	446	5	2	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	661532
207	199	197	267	200	200	197	13	2	1	446	5	2	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	661532
207	199	197	267	200	200	197	13	2	0	446	5	2	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	661532
207	199	198	267	200	199	197	13	2	1	445	5	2	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	663132
207	199	197	267	200	198	196	13	2	0	445	5	2	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	663376
207	199	197	267	200	198	196	13	2	0	445	5	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	663376
207	199	197	267	200	198	196	13	2	0	445	5	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	663376
207	199	197	267	200	198	197	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	664174
207	199	197	267	200	198	197	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	664174
207	199	197	267	200	198	197	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	664174
206	197	197	267	200	199	197	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	664976
207	199	198	267	200	199	197	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	665216
207	199	198	267	200	199	197	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	665216
207	199	198	267	200	199	197	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	665216
207	197	198	267	200	199	197	13	2	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	666023
207	197	198	267	200	199	197	13	2	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	666023
207	197	198	267	200	199	197	13	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	666023
207	197	198	267	200	199	197	13	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	666023
206	199	198	266	200	199	197	13	1	1	444	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	667070
206	199	198	266	200	199	197	13	1	1	444	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	667070
206	199	198	266	200	199	197	13	1	1	443	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	667070
206	199	198	266	200	199	197	13	1	1	443	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	667070
207	199	197	267	200	198	196	13	1	1	443	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	668115
207	199	197	267	200	198	196	13	1	1	443	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	668115
207	199	197	267	200	198	196	13	2	1	443	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	668115
206	198	197	267	200	199	196	13	2	1	443	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	668912
206	198	197	267	200	199	196	13	2	1	443	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	668912
206	198	197	267	200	199	196	12	2	1	443	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	668912
206	198	197	267	200	199	197	12	2	0	443	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	669716
206	198	197	267	200	198	197	12	2	0	444	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	669955
206	198	197	267	200	198	197	12	2	0	444	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	669955
206	198	197	267	200	198	197	12	1	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	669955
206	198	198	267	200	199	197	12	1	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	670753
206	198	198	267	200	199	197	12	1	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	670753
206	198	198	267	200	199	197	12	1	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	670753
206	198	198	267	200	199	197	12	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	670753
207	197	197	267	200	199	197	12	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	671801
207	197	197	267	200	199	197	12	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	671801
207	197	197	267	200	199	197	12	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	671801
207	197	197	267	200	199	197	13	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	671801
207	197	197	267	200	199	197	13	0	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	671801
207	197	197	267	200	199	197	13	0	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	671801
207	198	198	267	200	198	196	13	0	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	673404
207	198	198	267	200	199	197	13	0	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	673644
207	198	198	267	200	199	197	13	0	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	673644
207	198	198	267	200	199	197	13	0	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	673644
207	199	198	267	200	198	197	13	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	674446
207	199	198	267	200	198	197	13	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	674446
207	199	198	267	200	198	197	13	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	674446
207	198	197	267	200	199	197	13	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	675248
206	198	197	267	200	198	197	13	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	675487
206	198	197	267	200	198	197	13	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	675487
206	198	197	267	200	198	197	13	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	675487
206	199	198	267	200	199	196	13	2	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	676289
207	198	197	267	200	199	197	13	2	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	676529
207	198	197	267	200	199	197	13	2	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	676529
207	198	197	267	200	199	197	13	1	0	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	676529
207	198	198	266	200	199	197	13	1	0	444	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	677326
207	198	198	266	200	199	197	13	1	0	444	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	677326
207	198	198	266	200	199	197	13	1	1	443	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	677326
207	198	197	267	199	199	196	13	1	1	443	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	678129
206	199	197	267	200	198	196	13	1	1	443	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	678369
206	199	197	267	200	198	196	13	1	1	443	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	678369
206	199	197	267	200	198	196	13	1	0	443	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	678369
207	199	197	267	200	199	197	13	2	0	443	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	679171
207	199	197	267	200	199	197	13	2	0	443	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	679171
207	199	197	267	200	199	197	13	2	0	443	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	679171
207	197	197	267	200	199	196	13	2	0	444	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	679967
207	199	197	267	200	199	196	13	2	0	444	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	680212
207	199	197	267	200	199	196	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	680212
207	199	197	267	200	199	196	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	680212
206	198	198	267	200	200	196	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	681010
206	198	198	267	200	200	196	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	681010
206	198	198	267	200	200	196	13	2	0	445	5	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	681010
206	198	197	267	201	197	197	13	2	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	681811
207	198	198	267	200	200	197	13	1	1	445	5	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	682051
207	198	198	267	200	200	197	13	1	1	445	5	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	682051
207	198	198	267	200	200	197	13	1	1	445	5	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	682051
207	198	197	267	200	198	197	13	1	1	445	5	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	682853
207	198	197	267	200	198	197	13	1	1	445	5	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	682853
207	198	197	267	200	198	197	13	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	682853
206	198	197	267	200	199	197	13	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	683656
206	198	198	267	200	199	197	13	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	683895
206	198	198	267	200	199	197	13	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	683895
206	198	198	267	200	199	197	13	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	683895
206	198	198	267	200	199	197	13	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	683895
206	198	198	267	200	199	197	13	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	684948
206	198	198	267	200	199	197	12	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	684948
206	198	198	267	200	199	197	12	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	684948
207	198	198	267	200	198	196	12	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	685746
207	198	198	267	200	198	196	12	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	685746
207	198	198	267	200	198	196	12	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	685746
206	198	197	267	200	198	197	12	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	686548
207	198	197	267	201	198	197	13	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	686788
207	198	197	267	201	198	197	13	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	686788
207	198	197	267	201	198	197	13	1	1	445	5	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	686788
207	196	198	267	200	198	197	13	1	1	445	5	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	687591
207	196	198	267	200	198	197	13	1	1	445	5	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	687591
207	196	198	267	200	198	197	13	0	1	445	5	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	687591
206	198	198	267	200	199	197	13	0	1	445	5	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	688388
206	199	197	267	200	199	196	13	0	1	445	5	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	688632
206	199	197	267	200	199	196	13	1	1	445	5	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	688632
206	199	197	267	200	199	196	13	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	688632
206	199	197	267	200	200	197	13	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	689435
206	199	197	267	200	200	197	13	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	689435
206	199	197	267	200	200	197	12	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	689435
207	198	198	267	200	197	197	12	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	690232
206	198	198	267	199	199	197	12	2	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	690477
206	198	198	267	199	199	197	12	2	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	690477
206	198	198	267	199	199	197	12	2	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	690477
207	199	198	267	200	199	197	12	2	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	691273
207	199	198	267	200	199	197	12	2	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	691273
207	199	198	267	200	199	197	13	2	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	691273
207	197	197	267	200	199	197	13	2	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	692075
206	198	197	267	199	198	197	13	1	1	445	5	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	692315
206	198	197	267	199	198	197	13	1	1	445	4	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	692315
206	198	197	267	199	198	197	13	1	1	445	4	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	692315
207	198	198	268	199	199	196	13	1	1	446	4	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	693117
207	198	198	268	199	199	196	13	1	1	446	4	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	693117
207	198	198	268	199	199	196	13	1	1	447	4	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	693117
207	199	198	266	200	198	197	13	1	1	446	4	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	693920
206	198	197	267	200	198	197	13	1	1	446	4	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	694160
206	198	197	267	200	198	197	13	1	1	446	4	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	694160
206	198	197	267	200	198	197	13	1	1	446	4	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	694160
207	198	197	267	200	198	196	13	1	1	446	4	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	694962
207	198	197	267	200	198	197	13	1	1	446	5	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	695201
207	198	197	267	200	198	197	13	1	1	446	5	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	695201
207	198	197	267	200	198	197	13	1	0	446	5	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	695201
206	197	198	267	199	199	196	13	1	0	445	5	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	695998
206	197	198	267	199	199	196	13	1	0	444	5	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	695998
206	197	198	267	199	199	196	13	1	0	445	5	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	695998
207	198	198	267	200	200	197	13	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	696802
206	198	197	267	200	199	197	13	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	697040
206	198	197	267	200	199	197	13	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	697040
206	198	197	267	200	199	197	13	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	697040
207	199	197	267	200	199	196	13	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	697842
207	199	197	267	200	199	196	13	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	697842
207	199	197	267	200	199	196	13	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	697842
207	198	198	267	200	199	196	13	1	1	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	698639
206	198	197	267	200	199	196	13	1	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	698884
206	198	197	267	200	199	196	13	1	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	698884
206	198	197	267	200	199	196	13	1	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	698884
206	197	197	267	200	198	196	13	1	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	699680
206	197	197	267	200	198	196	13	1	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	699680
206	197	197	267	200	198	196	13	1	0	445	5	1	-4	82	82	82	82	82	82	15	1000	1000	1000	1000	699680
207	198	197	267	200	199	196	13	1	0	445	5	1	-4	82	82	82	82	82	82	15	1000	1000	1000	1000	700484
206	198	197	267	199	198	197	12	1	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	700724
206	198	197	267	199	198	197	12	1	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	700724
206	198	197	267	199	198	197	12	1	0	445	5	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	700724
