PT4-M_a	PT1-M_a	PT3-M_a	PT1-U_a	PT2-U_a	PT2-M_a	PT5-M_a	PT4-M	PT1-M	PT3-M	PT1-U	PT2-U	PT2-M	PT5-M	TCp2-M	TCw1-E	TCp1-M	TCw4-E	TCw3-E	TCw2-E	Voltage	Motor1	Motor2	Motor3	Motor4	Statestring
206	198	197	197	197	198	197	13	3	0	-1	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	59095
206	200	199	197	196	198	197	13	3	1	-1	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	59326
206	200	199	197	196	198	197	13	3	1	0	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	59326
206	200	199	197	196	198	197	12	3	1	0	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	59326
206	198	198	197	196	198	197	12	3	1	0	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	60105
206	198	198	197	196	198	197	12	3	1	0	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	60105
206	198	198	197	196	198	197	12	2	1	0	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	60105
206	198	197	197	196	198	196	12	2	1	0	0	0	-2	81	82	82	82	82	82	15	1000	1000	1000	1000	60888
206	198	197	197	196	199	197	12	2	1	0	0	0	-2	81	82	82	82	82	82	15	1000	1000	1000	1000	61118
206	198	197	197	196	199	197	12	2	1	0	0	0	-2	81	82	82	82	82	82	15	1000	1000	1000	1000	61118
206	198	197	197	196	199	197	12	2	1	0	0	0	-2	81	82	82	82	82	82	15	1000	1000	1000	1000	61118
207	199	197	196	196	199	196	12	2	1	-1	0	1	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	61899
206	198	197	197	196	198	196	12	1	1	-1	0	1	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	62131
206	198	197	197	196	198	196	12	1	0	-1	0	1	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	62131
206	198	197	197	196	198	196	12	1	0	-1	0	1	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	62131
207	200	197	197	196	199	197	12	1	0	-1	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	62909
207	200	197	197	196	199	197	12	2	0	-1	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	62909
207	200	197	197	196	199	197	13	2	0	-1	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	62909
206	199	197	197	197	199	197	13	2	0	-1	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	63691
206	199	197	197	196	199	197	13	2	0	-1	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	63923
206	199	197	197	196	199	197	13	2	0	-1	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	63923
206	199	197	197	196	199	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	63923
206	197	197	197	196	198	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	64702
206	197	197	197	196	198	197	12	2	0	0	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	64702
206	197	197	197	196	198	197	12	2	0	0	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	64702
206	198	197	197	197	198	197	12	2	0	0	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	65479
207	198	197	196	196	198	197	12	1	0	-1	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	65715
207	198	197	196	196	198	197	12	1	0	-1	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	65715
207	198	197	196	196	198	197	12	1	0	-2	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	65715
205	199	197	197	196	198	197	12	1	0	-2	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	66489
205	199	197	197	196	198	197	12	1	0	-2	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	66489
205	199	197	197	196	198	197	12	1	0	-2	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	66489
206	199	197	196	198	198	197	12	1	0	-3	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	67271
206	199	197	196	198	198	197	12	2	0	-3	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	67271
206	199	197	196	198	198	197	12	2	0	-4	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	67271
207	198	197	197	195	198	197	12	2	0	-4	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	68060
206	198	197	197	196	198	196	12	2	0	-3	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	68294
206	198	197	197	196	198	196	12	2	0	-3	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	68294
206	198	197	197	196	198	196	12	2	0	-2	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	68294
205	199	197	196	198	199	198	12	2	0	-3	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	69085
206	198	197	197	196	198	196	12	2	0	-3	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	69319
206	198	197	197	196	198	196	12	2	0	-3	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	69319
206	198	197	197	196	198	196	12	1	0	-2	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	69319
205	199	197	197	197	199	197	12	1	0	-1	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	70107
205	199	197	197	197	199	197	12	1	0	-1	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	70107
205	199	197	197	197	199	197	12	2	0	-1	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	70107
206	198	197	197	196	200	197	12	2	0	-1	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	70889
206	198	197	197	196	198	198	12	2	0	-1	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	71123
206	198	197	197	196	198	198	12	2	0	-1	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	71123
206	198	197	197	196	198	198	12	1	0	0	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	71123
206	199	197	197	196	199	196	12	2	0	0	0	1	-2	81	81	82	82	82	82	15	1000	1000	1000	1000	71905
206	199	197	197	196	199	196	12	2	0	0	0	1	-2	81	81	82	82	82	82	15	1000	1000	1000	1000	71905
206	199	197	197	196	199	196	12	2	0	0	0	1	-2	81	81	82	82	82	82	15	1000	1000	1000	1000	71905
205	198	197	197	196	199	197	12	2	0	0	0	1	-2	81	81	82	82	82	82	15	1000	1000	1000	1000	72692
206	199	197	197	196	199	197	12	2	0	0	0	1	-2	81	81	82	82	82	82	15	1000	1000	1000	1000	72931
206	199	197	197	196	199	197	12	2	0	0	0	1	-2	81	81	82	82	82	82	15	1000	1000	1000	1000	72931
206	199	197	197	196	199	197	12	2	0	0	0	1	-2	81	81	82	82	82	82	15	1000	1000	1000	1000	72931
206	198	197	197	195	198	196	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	73715
206	198	197	197	195	198	196	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	73715
206	198	197	197	195	198	196	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	73715
205	198	197	197	197	198	196	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	74505
206	199	198	197	197	198	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	74739
206	199	198	197	197	198	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	74739
206	199	198	197	197	198	197	12	2	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	74739
206	198	199	197	196	199	196	12	2	1	0	0	0	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	75531
206	198	199	197	196	199	196	12	2	1	0	0	0	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	75531
206	198	199	197	196	199	196	12	1	1	0	0	0	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	75531
206	199	197	197	196	198	197	12	2	1	0	0	0	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	76321
206	199	197	197	196	198	196	12	2	1	0	0	0	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	76556
206	199	197	197	196	198	196	12	2	1	0	1	0	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	76556
206	199	197	197	196	198	196	12	2	1	0	0	0	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	76556
206	198	197	196	196	198	196	12	2	1	-1	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	77329
206	198	197	196	196	197	197	12	2	1	-1	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	77562
206	198	197	196	196	197	197	12	2	1	-2	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	77562
206	198	197	196	196	197	197	12	2	1	-3	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	77562
206	198	197	196	196	197	197	12	2	0	-3	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	77562
206	200	197	197	196	199	196	12	2	0	-3	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	78601
206	200	197	197	196	199	196	12	2	0	-3	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	78601
206	200	197	197	196	199	196	12	2	0	-3	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	78601
206	199	197	197	195	199	196	12	2	0	-3	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	79382
206	199	197	197	195	199	196	12	2	0	-3	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	79382
206	199	197	197	195	199	196	12	2	0	-3	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	79382
207	198	197	197	196	198	197	12	2	0	-2	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	80168
205	201	198	197	196	198	196	12	3	0	-1	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	80408
205	201	198	197	196	198	196	12	3	0	-1	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	80408
205	201	198	197	196	198	196	12	3	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	80408
205	199	197	197	196	199	197	12	3	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	81191
205	199	197	197	196	199	197	12	3	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	81191
205	199	197	197	196	199	197	11	3	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	81191
205	199	197	197	197	198	196	11	3	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	81982
206	198	197	197	196	199	196	11	3	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	82216
206	198	197	197	196	199	196	11	3	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	82216
206	198	197	197	196	199	196	11	3	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	82216
207	199	197	197	196	197	197	11	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	83007
207	199	197	197	196	197	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	83007
207	199	197	197	196	197	197	12	2	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	83007
206	199	197	197	196	198	197	12	2	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	83798
206	198	197	197	196	198	196	12	2	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	84032
206	198	197	197	196	198	196	12	2	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	84032
206	198	197	197	196	198	196	12	2	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	84032
206	199	197	197	196	199	197	12	2	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	84819
205	199	197	197	196	199	197	12	2	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	85053
205	199	197	197	196	199	197	12	2	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	85053
205	199	197	197	196	199	197	12	2	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	85053
206	199	197	197	196	199	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	85846
206	199	197	197	196	199	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	85846
206	199	197	197	196	199	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	85846
206	199	198	197	196	199	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	86628
206	199	197	197	196	200	197	12	2	0	0	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	86861
206	199	197	197	196	200	197	12	2	0	0	0	2	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	86861
206	199	197	197	196	200	197	12	2	0	0	0	2	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	86861
205	198	197	197	196	200	196	12	2	0	0	0	2	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	87653
205	198	197	197	196	200	196	12	2	0	0	0	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	87653
205	198	197	197	196	200	196	12	2	0	0	0	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	87653
206	199	197	197	197	198	197	12	2	0	0	0	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	88440
207	198	197	197	196	198	197	12	2	0	0	0	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	88680
207	198	197	197	196	198	197	12	2	0	0	0	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	88680
207	198	197	197	196	198	197	12	2	0	0	0	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	88680
207	200	197	197	196	198	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	89464
207	200	197	197	196	198	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	89464
207	200	197	197	196	198	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	89464
207	199	197	197	196	198	197	13	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	90257
207	198	197	196	196	199	196	13	2	0	-1	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	90491
207	198	197	196	196	199	196	13	2	0	-1	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	90491
207	198	197	196	196	199	196	13	2	0	-2	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	90491
205	198	198	197	197	199	196	13	2	0	-2	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	91283
205	198	198	197	197	199	196	13	2	0	-2	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	91283
205	198	198	197	197	199	196	13	2	0	-2	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	91283
206	198	197	196	196	199	197	12	2	0	-3	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	92075
206	198	197	197	196	198	197	12	1	0	-3	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	92309
206	198	197	197	196	198	197	12	1	0	-3	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	92309
206	198	197	197	196	198	197	12	1	0	-3	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	92309
207	199	197	197	196	199	196	12	1	0	-2	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	93097
206	198	197	197	196	197	197	12	1	0	-1	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	93332
206	198	197	197	196	197	197	12	1	0	-1	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	93332
206	198	197	197	196	197	197	12	1	0	-1	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	93332
206	199	197	197	196	199	197	12	1	0	-1	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	94125
206	199	197	197	196	199	197	12	1	0	-1	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	94125
206	199	197	197	196	199	197	12	2	0	0	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	94125
206	198	197	197	197	198	197	12	2	0	0	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	94908
206	198	197	197	196	198	197	12	2	0	0	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	95142
206	198	197	197	196	198	197	12	2	0	0	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	95142
206	198	197	197	196	198	197	12	1	0	0	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	95142
206	198	197	197	196	199	197	12	1	0	0	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	95934
206	198	197	197	196	199	197	12	1	0	0	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	95934
206	198	197	197	196	199	197	12	1	0	0	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	95934
206	199	197	197	197	199	197	12	1	0	0	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	96720
206	198	198	197	197	198	197	12	1	0	0	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	96960
206	198	198	197	197	198	197	12	1	0	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	96960
206	198	198	197	197	198	197	12	1	0	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	96960
194	178	183	176	180	176	175	11	-1	-1	-13	-2	-2	-5	82	82	82	82	82	82	15	1000	1000	1000	1000	97744
194	178	183	176	180	176	175	9	-4	-3	-27	-4	-5	-8	82	82	82	82	82	82	15	1000	1000	1000	1000	97744
194	178	183	176	180	176	175	7	-6	-5	-40	-6	-8	-11	82	82	82	82	82	82	15	1000	1000	1000	1000	97744
206	199	197	197	196	198	197	7	-6	-5	-40	-6	-8	-11	82	82	82	82	82	82	15	1000	1000	1000	1000	98537
207	199	197	196	196	199	197	8	-6	-5	-41	-6	-8	-11	82	82	82	82	82	82	15	1000	1000	1000	1000	98771
207	199	197	196	196	199	197	8	-6	-5	-41	-6	-8	-11	82	82	82	82	82	82	15	1000	1000	1000	1000	98771
207	199	197	196	196	199	197	8	-6	-5	-42	-6	-8	-11	82	82	82	82	82	82	15	1000	1000	1000	1000	98771
207	198	197	197	196	199	197	8	-6	-5	-42	-6	-8	-11	82	82	82	82	82	82	15	1000	1000	1000	1000	99563
207	198	197	197	196	199	197	8	-6	-5	-42	-6	-8	-11	82	82	82	82	82	82	15	1000	1000	1000	1000	99563
207	198	197	197	196	199	197	8	-6	-5	-42	-6	-8	-11	82	82	82	82	82	82	15	1000	1000	1000	1000	99563
207	197	198	196	196	198	196	10	-4	-3	-29	-4	-5	-8	81	82	82	82	82	82	15	1000	1000	1000	1000	100357
207	199	198	197	197	198	197	12	-1	-1	-16	-2	-2	-5	81	82	82	82	82	82	15	1000	1000	1000	1000	100593
207	199	198	197	197	198	197	13	2	0	-3	0	1	-2	81	82	82	82	82	82	15	1000	1000	1000	1000	100593
207	199	198	197	197	198	197	13	2	1	-3	0	1	-2	81	82	82	82	82	82	15	1000	1000	1000	1000	100593
207	198	197	197	196	199	196	13	2	1	-2	0	1	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	101389
206	199	197	197	196	199	197	13	2	1	-1	0	1	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	101625
206	199	197	197	196	199	197	13	2	1	-1	0	1	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	101625
206	199	197	197	196	199	197	13	2	1	-1	0	1	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	101625
206	199	197	197	196	199	196	13	2	1	-1	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	102425
206	199	197	197	196	199	196	13	2	1	-1	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	102425
206	199	197	197	196	199	196	13	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	102425
207	199	197	197	196	199	196	13	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	103215
207	198	197	197	196	198	197	13	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	103450
207	198	197	197	196	198	197	13	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	103450
207	198	197	197	196	198	197	13	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	103450
206	199	197	197	197	198	197	13	2	0	0	0	1	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	104248
206	199	197	197	197	198	197	13	2	0	0	0	1	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	104248
206	199	197	197	197	198	197	13	2	0	0	0	1	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	104248
206	199	197	197	198	200	197	13	2	0	0	1	1	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	105042
206	199	197	196	196	198	197	13	2	0	-1	1	1	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	105284
206	199	197	196	196	198	197	13	2	0	-1	1	0	-2	81	82	82	82	82	82	15	1000	1000	1000	1000	105284
206	199	197	196	196	198	197	12	2	0	-2	1	0	-2	81	82	82	82	82	82	15	1000	1000	1000	1000	105284
206	199	197	196	196	198	197	12	2	0	-3	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	106075
206	199	197	196	196	198	197	12	2	0	-3	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	106075
206	199	197	196	196	198	197	12	2	0	-4	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	106075
206	199	197	196	197	198	197	12	2	0	-5	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	106873
205	199	197	197	197	198	197	12	2	0	-5	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	107110
205	199	197	197	197	198	197	12	2	0	-5	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	107110
205	199	197	197	197	198	197	12	2	0	-5	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	107110
206	198	197	197	196	198	196	12	2	0	-4	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	107908
206	198	197	197	196	198	196	12	2	0	-3	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	107908
206	198	197	197	196	198	196	12	2	0	-3	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	107908
207	200	197	197	197	197	197	12	2	0	-2	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	108707
207	198	197	197	196	199	197	12	2	0	-1	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	108943
207	198	197	197	196	199	197	12	2	0	-1	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	108943
207	198	197	197	196	199	197	12	2	0	0	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	108943
207	198	197	196	197	198	197	12	2	0	-1	1	0	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	109740
206	198	197	196	196	199	197	13	1	0	-1	0	0	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	109976
206	198	197	196	196	199	197	13	1	0	-2	0	1	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	109976
206	198	197	196	196	199	197	13	1	0	-3	0	1	-3	81	82	82	82	82	82	15	1000	1000	1000	1000	109976
206	198	197	197	196	199	197	13	1	0	-3	0	1	-2	81	82	82	82	82	82	15	1000	1000	1000	1000	110775
206	198	197	197	196	199	197	13	1	0	-3	0	1	-2	81	82	82	82	82	82	15	1000	1000	1000	1000	110775
206	198	197	197	196	199	197	13	1	0	-3	0	1	-2	81	82	82	82	82	82	15	1000	1000	1000	1000	110775
206	199	197	196	197	199	197	12	1	0	-3	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	111563
206	198	197	197	196	199	196	12	1	0	-3	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	111800
206	198	197	197	196	199	196	12	1	0	-3	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	111800
206	198	197	197	196	199	196	12	1	0	-3	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	111800
206	199	197	196	196	198	196	12	1	0	-3	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	112599
206	199	197	196	196	198	196	12	1	0	-3	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	112599
206	199	197	196	196	198	196	12	2	0	-3	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	112599
205	197	197	197	196	197	197	12	1	0	-3	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	113383
177	172	168	168	167	164	168	8	-2	-4	-21	-4	-4	-7	82	82	82	82	82	82	15	1000	1000	1000	1000	113624
177	172	168	168	167	164	168	5	-5	-7	-40	-7	-8	-10	82	82	82	82	82	82	15	1000	1000	1000	1000	113624
177	172	168	168	167	164	168	1	-9	-11	-57	-11	-13	-14	82	82	82	82	82	82	14	1000	1000	1000	1000	113624
206	199	197	197	196	197	197	1	-8	-11	-57	-11	-13	-14	82	82	82	82	82	82	14	1000	1000	1000	1000	114417
206	199	197	197	196	197	197	1	-8	-11	-57	-11	-13	-14	82	82	82	82	82	82	14	1000	1000	1000	1000	114417
206	199	197	197	196	197	197	1	-8	-11	-57	-11	-13	-14	82	82	82	82	82	82	15	1000	1000	1000	1000	114417
205	199	197	197	196	198	197	1	-8	-11	-57	-11	-13	-14	82	82	82	82	82	82	15	1000	1000	1000	1000	115214
205	199	197	197	196	198	196	1	-8	-11	-56	-11	-13	-14	82	82	82	82	82	82	15	1000	1000	1000	1000	115450
205	199	197	197	196	198	196	0	-8	-11	-55	-11	-13	-14	82	82	82	82	82	82	15	1000	1000	1000	1000	115450
205	199	197	197	196	198	196	0	-8	-11	-55	-11	-13	-14	82	82	82	82	82	82	15	1000	1000	1000	1000	115450
206	198	197	197	196	198	197	4	-5	-7	-37	-7	-9	-10	82	82	82	82	82	82	15	1000	1000	1000	1000	116242
206	198	197	197	196	198	197	8	-1	-4	-19	-4	-5	-6	82	82	82	82	82	82	15	1000	1000	1000	1000	116242
206	198	197	197	196	198	197	12	2	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	116242
205	198	197	197	196	198	197	11	2	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	117032
206	198	197	197	196	199	197	11	2	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	117269
206	198	197	197	196	199	197	11	2	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	117269
206	198	197	197	196	199	197	12	1	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	117269
206	198	197	197	196	199	197	12	1	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	118059
206	200	197	196	197	198	197	12	1	0	-1	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	118295
206	200	197	196	197	198	197	12	2	0	-1	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	118295
206	200	197	196	197	198	197	12	2	0	-2	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	118295
207	198	197	197	196	198	197	12	2	0	-2	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	119093
207	198	197	197	196	198	197	12	2	0	-2	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	119093
